n,mse
64000000,0.0089378537552102
58237490,0.0089383883354092
52993832,0.0089389757901208
48222309,0.0089396213499033
43880410,0.0089403307605482
39929452,0.0089411103393557
36334236,0.0089419670265624
33062730,0.0089429084501966
30085788,0.0089439429934712
27376887,0.0089450798695709
24911893,0.0089463292036797
22668846,0.0089477021226758
20627761,0.0089492108581934
18770454,0.0089508688513726
17080377,0.008952690877928
15542473,0.008954693177001
14143041,0.0089568935969146
12869613,0.0089593117596815
11710843,0.008961969235407
10656408,0.0089648897331902
9696913,0.0089680993230953
8823811,0.0089716266592072
8029321,0.0089755032629899
7306368,0.0089797637669177
6648508,0.008984446290734
6049882,0.008989592724067
5505155,0.0089952491719123
5009475,0.0090014663213795
4558426,0.0090082999429086
4147989,0.0090158114086902
3774507,0.0090240682564974
3434653,0.0090331448024065
3125400,0.0090431228319771
2843991,0.0090540924836057
2587920,0.0090661529213667
2354906,0.0090794133874598
2142872,0.0090939943329682
1949930,0.0091100283696485
1774359,0.009127661975127
1614597,0.0091470562832023
1469220,0.0091683893433867
1336933,0.0091918575717429
1216556,0.0092176782117101
1107019,0.0092460904054643
1007343,0.0092773599625002
916643,0.0093117790535519
834109,0.0093496727607769
759007,0.0093913998088643
690666,0.0094373597180765
628479,0.0094879933792764
571891,0.009543792500015
520399,0.0096053017099151
473542,0.0096731316850771
430905,0.0097479565756859
392106,0.0098305367433022
356801,0.0099217150924406
324675,0.0100224404057287
295442,0.0101337760724782
268840,0.010256927099592
244634,0.0103932367602102
222607,0.0105442423180379
202564,0.0107116715455215
184325,0.0108975147990513
167729,0.0111040184601045
152626,0.0113338087108947
138884,0.0115898434926025
126379,0.011875621570786
115000,0.0121951931825832
104645,0.012553397805388
95223,0.0129564550002061
86649,0.0134140652570624
78847,0.0139266353180302
71748,0.0145052371529683
65288,0.0151628884034629
59409,0.0159141468990549
54060,0.0167770230523183
49193,0.0177747233425593
44763,0.0189364534898732
40733,0.0202965796382157
37065,0.0219031945937073
33728,0.0238475387895997
30691,0.0262208166784458
27927,0.0290933891210765
25413,0.0325278036404905
23125,0.0367133837930648
21042,0.0419331449731339
19148,0.0486112644303764
17424,0.0569840846613884
15855,0.0676898695597614
14427,0.0822121338166927
13128,0.1027086559727474
11946,0.132019940411709
10870,0.1754808302518229
9892,0.2322248633832251
9001,0.2806316173856487
8190,0.2777009468262998
7453,0.2505280942860166
6782,0.2241594524256536
6171,0.2040960719471127
5615,0.1895510276348566
5110,0.1918247659988203
4650,0.1955736787500825
4231,0.200754099505344
3850,0.209458117345676
3503,0.2216381303238646
3188,0.2364035167664533
2901,0.2540361592556479
2640,0.2739161882755774
2402,0.2972211352195346
2186,0.3240983861560864
1989,0.3525445007543393
1810,0.383173742622501
1647,0.4159074807905472
1498,0.4507939966051555
1363,0.4875391977102241
1241,0.5257750108294338
1129,0.565854292013553
1027,0.6072968689928554
935,0.6491317039573508
850,0.6919209178798171
774,0.7337493835023396
704,0.7751716237231321
641,0.8143112908829553
583,0.8513857009699424
530,0.8853535958016479
483,0.9146829717802872
439,0.9407120488081532
400,0.961905932083371
