rank,mse
1,0.1680920899514555
2,0.0641036030747026
3,0.0332922011310072
4,0.0202936422574429
5,0.0136383811513638
6,0.0097869579471701
7,0.0073615726034432
8,0.0057367547150453
9,0.0045955938351327
10,0.0037636881768825
11,0.0031386656426857
12,0.0026572397684263
13,0.0022785857583864
14,0.0019754146079034
16,0.0015258254322998
17,0.0013564998005681
18,0.0012138566688242
19,0.0010925719083816
20,0.0009885857760834
22,0.0008206329511304
23,0.0007522611247381
25,0.0006388449708296
28,0.0005113577640509
29,0.0004772501013952
32,0.0003931328861481
36,0.0003115931147144
37,0.0002951716407053
41,0.0002409265601057
42,0.0002297001496969
46,0.0001918038062604
48,0.0001762732219994
52,0.000150367949492
55,0.0001345034923958
59,0.0001169690106634
63,0.000102644089182
66,9.35544209894612e-05
72,7.864516371269836e-05
75,7.248865282338812e-05
82,6.064773530578549e-05
84,5.779371381287035e-05
94,4.614020521653828e-05
95,4.5172057641762464e-05
107,3.558558139493684e-05
108,3.492741239763397e-05
121,2.779989870393962e-05
123,2.689927618160226e-05
136,2.1980894184370214e-05
141,2.044226906816604e-05
153,1.7347414390966875e-05
161,1.5659524435163164e-05
173,1.355646568468316e-05
184,1.1981603470045954e-05
195,1.0669307242583416e-05
210,9.205577885973426e-06
220,8.39474620883962e-06
240,7.073159111303795e-06
248,6.634527263793544e-06
275,5.435340275417033e-06
279,5.287808797493909e-06
314,4.238949405710457e-06
315,4.214269821334327e-06
355,3.405199163530881e-06
359,3.3397282213076807e-06
400,2.7925133969652904e-06
410,2.6863915969510543e-06
414,2.6464298858996926e-06
428,2.517095669896108e-06
443,2.393602225980729e-06
458,2.2845482512412474e-06
469,2.212598604778293e-06
474,2.1821272839783745e-06
490,2.091894127476124e-06
507,2.007669348103036e-06
524,1.9345036592621767e-06
536,1.8881250394287008e-06
542,1.8666090282337675e-06
561,1.8048874486087383e-06
580,1.7523893061088811e-06
600,1.7058079659904024e-06
612,1.68196856376035e-06
621,1.6653656726983712e-06
642,1.6329632319678211e-06
664,1.6068912314093351e-06
687,1.587665859226206e-06
700,1.5802510282547644e-06
711,1.5759090554734456e-06
735,1.5725190345428075e-06
761,1.5725190345428075e-06
787,1.5725190345428075e-06
800,1.572519034764852e-06
814,1.572519034764852e-06
842,1.572519034764852e-06
871,1.572519034764852e-06
901,1.572519034764852e-06
914,1.572519034764852e-06
932,1.572519034764852e-06
964,1.572519034764852e-06
997,1.572519034764852e-06
1032,1.572519034764852e-06
1045,1.572519034764852e-06
1067,1.572519034764852e-06
1104,1.572519034764852e-06
1142,1.572519034764852e-06
1181,1.572519034764852e-06
1195,1.572519034764852e-06
1222,1.572519034764852e-06
1264,1.572519034764852e-06
1307,1.572519034764852e-06
1352,1.572519034764852e-06
1366,1.572519034764852e-06
1399,1.572519034764852e-06
1447,1.572519034764852e-06
1497,1.572519034764852e-06
1548,1.572519034764852e-06
1561,1.572519034764852e-06
1601,1.572519034764852e-06
1657,1.572519034764852e-06
1714,1.572519034764852e-06
1773,1.572519034764852e-06
1784,1.572519034764852e-06
1834,1.572519034764852e-06
1897,1.572519034764852e-06
1962,1.572519034764852e-06
2029,1.572519034764852e-06
2039,1.572519034764852e-06
2099,1.572519034764852e-06
2172,1.572519034764852e-06
2246,1.572519034764852e-06
2324,1.572519034764852e-06
2331,1.572519034764852e-06
2404,1.572519034764852e-06
2486,1.572519034764852e-06
2572,1.572519034764852e-06
2660,1.572519034764852e-06
2665,1.572519034764852e-06
2752,1.572519034764852e-06
2847,1.572519034764852e-06
2945,1.572519034764852e-06
3046,1.572519034764852e-06
