n,mse_mean,mse_std
400.0,0.9824937057495118,0.0029844284057616
728.0,0.9705223083496092,0.0024951171875
1325.0,0.8037281799316406,0.0201589965820312
2413.0,0.3788732719421386,0.0033052635192871
4394.0,0.1989872741699218,0.0006049537658691
8000.0,0.1029814195632934,0.001488709449768
14564.0,0.0693538498878479,3.483057022094643e-05
26515.0,0.0680269479751587,0.0004087400436401
48273.0,0.0829321479797363,0.0011458587646484
87884.0,0.0367330956459045,5.994796752929743e-05
160000.0,0.0168646824359893,1.1585950851440707e-05
291290.0,0.008721497952938,2.2761523723602295e-05
530312.0,0.004766321927309,2.4212747812271326e-05
965468.0,0.0026864674687385,1.2120604515075163e-06
1757696.0,0.0015842948853969,6.485432386398363e-06
3200000.0,0.0009327165782451,6.83337450027463e-06
