rank,mse
400,0.0533897196181256
391,0.0533897196326234
382,0.0533897196326234
373,0.0533897196326234
364,0.0533897196326234
356,0.0533897196326234
348,0.0533897196326234
340,0.0533897196326234
332,0.0533897196326234
324,0.0533897196326234
317,0.0533897196326234
309,0.0533897196326234
302,0.0533897196326234
295,0.0533897196326234
288,0.0533897196326234
282,0.0533897196326234
275,0.0533897196326234
269,0.0533897196326234
262,0.0533897196326234
256,0.0533897196326234
250,0.0533897196326234
245,0.0533897196326234
239,0.0533897196326234
233,0.0533897196326234
228,0.0533897196326234
223,0.0533897196326234
218,0.0533897196326234
213,0.0533897196326225
208,0.0533897196326225
203,0.0533897196326225
198,0.0533897196326225
194,0.0533897196326225
189,0.0533897196326225
185,0.0533897196326225
180,0.0533897196326225
176,0.0533897196326225
172,0.0533897196326225
168,0.0533897196326225
164,0.0533897196326234
161,0.0533897196326234
157,0.0533897196326234
153,0.0533897196326234
150,0.0533897196326234
146,0.0533897196326234
143,0.0533897196326234
140,0.0533897196326234
136,0.0533897196326234
133,0.0533897196326234
130,0.0533896214456506
127,0.0534024279545495
124,0.0534761755932631
121,0.0536224591917293
118,0.0538146811584627
116,0.0540214263619769
113,0.0544884369907419
110,0.0548679856575675
108,0.0551322282777593
105,0.0555612695999938
103,0.0561126596326375
101,0.0565283148279243
98,0.0571104073056867
96,0.0578217312211801
94,0.0583864473568163
92,0.0592414521080335
89,0.0604844649519051
87,0.061109232749104
85,0.0620254782213818
83,0.0630303463996984
81,0.0639032962279122
80,0.0646649677776973
78,0.0652742715461229
76,0.0669704086942288
74,0.0682064757714044
72,0.0687029147533622
71,0.0693685655107354
69,0.0710196455519291
68,0.0715833253408002
66,0.0733476500703282
64,0.0746150470385889
63,0.0757973443156208
62,0.0764446028078207
60,0.0781789336572045
59,0.0780231897210173
57,0.0799052537507778
56,0.0810740050312801
55,0.0810055692421556
53,0.0833953638862063
52,0.0841659431876267
51,0.0843703020363404
50,0.0823621601232957
49,0.0848876193421377
48,0.0849094098739395
46,0.0845697692441764
45,0.0841865901401974
44,0.0841622168816884
43,0.0834635479144279
42,0.0827830934421796
41,0.0790214086725027
40,0.0802123044384823
39,0.0796338071381761
38,0.0784543891789251
37,0.0770676115933641
36,0.0758398492555934
35,0.0743092430990373
34,0.0719136975090599
33,0.0702590167308179
32,0.0677304053180394
31,0.0656190636828089
30,0.0634563779309111
29,0.0612737778466927
28,0.0590846330758538
27,0.0567727859123736
26,0.0545100825512607
25,0.052185157483203
24,0.0499851807588906
23,0.0476568836961015
22,0.0454191202738065
21,0.0431488583649577
20,0.0409871634606995
19,0.0388579580045052
18,0.0367610239734816
17,0.0347146566161467
16,0.0328219110863479
15,0.0310625761431295
14,0.0295821729680736
13,0.0282908030759458
12,0.027414915336551
11,0.0270089839461762
10,0.0273756726747766
9,0.0284388652257951
8,0.0302821839090268
7,0.0333403455267569
6,0.0381832103623465
5,0.0458237112969051
4,0.058368005054652
3,0.0809614111984948
2,0.12818823051575
1,0.2591543353316392
