rank,mse_mean,mse_std
800.0,0.0644696879386901,0.0007432579994201
512.0,0.0632251095771789,2.3245811462402344e-06
328.0,0.0642772436141967,0.0007771730422973
210.0,0.0634336757659912,1.2617111206050802e-05
135.0,0.0636555647850036,0.000349428653717
86.0,0.0648286390304565,0.0001915788650512
55.0,0.0751185393333435,0.0002044653892517
35.0,0.0985565853118896,0.0009739780426025
23.0,0.1149356031417846,0.0022777700424194
14.0,0.0725441670417785,2.1719932556188426e-06
9.0,0.0469184160232543,0.000903034210205
6.0,0.0483527708053588,0.0006419897079467
4.0,0.0658378601074218,0.0003622579574584
2.0,0.1342884874343872,0.0001911878585815
1.0,0.2635912132263184,0.0007136726379394
