n,mse_mean,mse_std
400.0,1.4705420684814454,0.0359780120849609
728.0,1.5606620025634763,0.0132241058349609
1325.0,0.99201473236084,0.0155248641967774
2413.0,0.9666421127319336,0.0874454116821288
4394.0,0.1697539710998535,0.0075621223449706
8000.0,0.0828951072692871,0.0008194828033447
14564.0,0.0665496778488159,7.44771957397472e-05
26515.0,0.0587977147102355,0.0002180838584899
48273.0,0.0552229285240173,0.0001513600349426
87884.0,0.0536129975318908,9.204626083373844e-05
160000.0,0.0526657247543334,7.300376892088733e-06
291290.0,0.0521829175949096,7.252693176269115e-06
530312.0,0.0519312477111816,7.14302062988087e-06
965468.0,0.0517770910263061,1.4829635620085269e-06
1757696.0,0.0517048406600952,7.343292236332288e-07
3200000.0,0.0516574478149414,1.6307830810538548e-06
