n,mse_mean,mse_std
400.0,1.1260882949829103,0.0160747909545898
728.0,1.0901375579833985,0.0058949279785156
1325.0,0.8189351654052734,0.0664803314208984
2413.0,0.4415258407592773,0.0169081497192382
4394.0,0.2461633110046386,0.0044608879089355
8000.0,0.232692527770996,0.0070360946655273
14564.0,0.0810038042068481,0.0002025842666626
26515.0,0.0321988070011139,7.79950618743884e-05
48273.0,0.0181505793333053,2.5086998939514993e-05
87884.0,0.013275374174118,0.0002172231674194
160000.0,0.0111817848682403,4.744529724121441e-06
291290.0,0.0101682078838348,2.9237270355223985e-05
530312.0,0.0096044832468032,1.0964274406432932e-05
965468.0,0.009291580915451,3.1352043151850265e-06
1757696.0,0.0091329544782638,3.5113096237176025e-06
3200000.0,0.0090408918261528,1.7741322517394673e-06
