rank,mse_mean,mse_std
800.0,0.0516020154953002,0.0001755905151367
512.0,0.0512724900245666,0.0003390955924987
328.0,0.0513237905502319,0.0003909063339233
210.0,0.0511476588249206,0.000441038608551
135.0,0.0534773874282836,0.0006761407852172
86.0,0.0544579625129699,0.0001331639289855
55.0,0.0445076155662536,0.0004527735710144
35.0,0.0306870019435882,0.0005480277538299
23.0,0.021455408334732,9.564280509948704e-05
14.0,0.0179694640636444,0.000227952003479
9.0,0.0228103280067443,2.6080608367919783e-05
6.0,0.0341944503784179,0.0001141500473022
4.0,0.0552179479598999,0.0001088094711303
2.0,0.1256676959991455,0.0003673839569091
1.0,0.2570489215850829,0.0001641178131103
