n,mse_mean,mse_std
400.0,1.0055331420898437,0.0012931060791016
728.0,0.9729723358154296,0.0001725006103515
1325.0,0.8003897857666016,0.0658367919921875
2413.0,0.4093800354003906,0.0158855438232422
4394.0,0.1923917961120605,0.0059033775329589
8000.0,0.1029530620574951,0.0003069019317626
14564.0,0.0766722536087036,0.0013759088516235
26515.0,0.1177823066711425,0.000836067199707
48273.0,0.0618520951271057,0.0005120968818664
87884.0,0.0248325562477111,6.16049766540526e-05
160000.0,0.0123269110918045,5.490362644195584e-05
291290.0,0.0067636206746101,1.466780900955195e-05
530312.0,0.0040122930705547,1.2419372797012504e-05
965468.0,0.0025606223940849,1.0371208190917969e-05
1757696.0,0.0017902756482362,5.6936591863632376e-06
3200000.0,0.0013918274641036,3.177821636199981e-06
