n,mse
64000000,0.0749070155227855
58237490,0.0749072531273769
52993832,0.0749075142391133
48222309,0.0749078011835651
43880410,0.0749081165166212
39929452,0.074908463046369
36334236,0.0749088438591307
33062730,0.0749092623465961
30085788,0.0749097222357741
27376887,0.074910227622627
24911893,0.0749107830081852
22668846,0.0749113933384193
20627761,0.074912064049126
18770454,0.0749128011140141
17080377,0.0749136110974653
15542473,0.0749145012133534
14143041,0.0749154793889963
12869613,0.0749165543366601
11710843,0.0749177356311889
10656408,0.0749190337931331
9696913,0.0749204603865774
8823811,0.0749220281166236
8029321,0.0749237509526734
7306368,0.0749256442340429
6648508,0.0749277248351303
6049882,0.0749300112857205
5505155,0.0749325239641067
5009475,0.0749352852545641
4558426,0.0749383197626183
4147989,0.0749416545343411
3774507,0.0749453192968969
3434653,0.0749493467167254
3125400,0.0749537726881972
2843991,0.0749586367048211
2587920,0.0749639821325369
2354906,0.0749698566441503
2142872,0.0749763126829154
1949930,0.0749834078364097
1774359,0.0749912055348576
1614597,0.074999775330689
1469220,0.0750091938126855
1336933,0.0750195451428468
1216556,0.0750309220166527
1107019,0.0750434259802792
1007343,0.0750571693449699
916643,0.0750722748207057
834109,0.0750888781182199
759007,0.0751071279247164
690666,0.075127188622335
628479,0.0751492400275275
571891,0.0751734808885373
520399,0.0752001290320711
473542,0.0752294261204582
430905,0.0752616353602233
392106,0.0752970498927037
356801,0.0753359894060037
324675,0.0753788079565394
295442,0.0754258948971917
268840,0.0754776829151575
244634,0.0755346422841598
222607,0.0755972989367617
202564,0.0756662262359701
184325,0.0757420663250998
167729,0.0758255166913133
152626,0.0759173670916095
138884,0.0760184626934572
126379,0.0761297657177422
115000,0.0762523278442661
104645,0.0763873265999042
95223,0.0765360422344489
86649,0.0766999305290623
78847,0.0768805871498861
71748,0.0770797785477779
65288,0.0772995087097625
59409,0.0775420177077896
54060,0.0778097255143381
49193,0.0781054066518365
44763,0.0784322877996526
40733,0.0787936847523518
37065,0.0791937204378603
33728,0.0796366639132137
30691,0.0801277143203829
27927,0.0806726360893725
25413,0.0812775926708211
23125,0.0819503788062727
21042,0.0826998806241934
19148,0.0835350215033194
17424,0.0844680876551435
15855,0.0855123868540626
14427,0.0866837445084669
13128,0.0880000710649098
11946,0.089483695357881
10870,0.0911618380496466
9892,0.093063652121947
9001,0.095232763205908
8190,0.0977165534121888
7453,0.1005714721582504
6782,0.1038799699022809
6171,0.1077447292689475
5615,0.1122985513869199
5110,0.1177136543586236
4650,0.1242614965177628
4231,0.1323240159252143
3850,0.1424729579267489
3503,0.1556965666538969
3188,0.1737289998218745
2901,0.2005245904214561
2640,0.2563743419894058
2402,0.3901234156956854
2186,0.5923083626317838
1989,0.8587357608685262
1810,0.8226831422446814
1647,0.7450259645354038
1498,0.7037570207881023
1363,0.6915871455791569
1241,0.6962251379402822
1129,0.7101470376522623
1027,0.7290855274805468
935,0.7516192042001709
850,0.7778823813782167
774,0.8017095700625614
704,0.7877175342761784
641,0.8871452118933555
583,0.9262808045997596
530,0.9623871815155884
483,0.9930331225944602
439,1.018660967589918
400,1.0377570817942614
