rank,mse
1,0.7756534059822922
2,0.6870987224041022
3,0.6398880842607493
4,0.6126443854189202
5,0.5971637388052835
6,0.5920133548499149
7,0.593925190026808
8,0.5984502595441932
9,0.6073084663938393
10,0.6168578219420108
11,0.6282423735361871
12,0.6391201587585895
13,0.6498393820222953
14,0.6604963079546661
15,0.6708556920070718
16,0.681320616561486
17,0.6905895326218088
18,0.6985715858953953
19,0.7063762182405754
20,0.7147376664684689
21,0.7211889298353302
22,0.7253552755035921
23,0.7305843401000217
24,0.7338374440290517
25,0.7369563408694797
26,0.7384503971790974
27,0.7416096772618244
28,0.7417121721502111
29,0.7410183112182241
30,0.740839270445254
32,0.7399133828451807
33,0.7353326467595604
34,0.7364823924066188
35,0.7290966912893182
36,0.7268626930646406
38,0.7162337844815121
39,0.7148109054827989
40,0.706373797225456
41,0.6938284591559156
42,0.6972066748504542
44,0.6861660963434176
46,0.6764804291360695
48,0.6637681448163633
49,0.6587016941328157
50,0.6509757480786964
52,0.6412230471997715
55,0.6266020330275012
58,0.6121583025108948
59,0.6070656975187798
60,0.6019640823674648
62,0.5939050963982537
63,0.589731051368702
66,0.5781808664201995
69,0.5670445703465401
70,0.5644596111540352
72,0.5561698364921415
75,0.549764620431308
76,0.5450922168944239
79,0.5383628945937702
83,0.5283922613309546
84,0.5278785188748787
87,0.5210671794405257
89,0.5188717264747773
91,0.5145184620681851
95,0.5098732051949861
100,0.5046216979326521
101,0.5047837309012009
107,0.5019464813295405
114,0.5013123234676558
121,0.5013123234676558
128,0.5013123234676558
136,0.5013123234676558
144,0.5013123234676558
153,0.5013123234676558
163,0.5013123234676558
173,0.5013123234676558
184,0.5013123234676558
195,0.501312323467656
207,0.501312323467656
220,0.501312323467656
233,0.501312323467656
248,0.501312323467656
263,0.501312323467656
279,0.501312323467656
296,0.501312323467656
315,0.501312323467656
334,0.501312323467656
355,0.501312323467656
377,0.501312323467656
400,0.5013123240354347
