n,mse_mean,mse_std
400.0,1.0751640701293943,0.0058921432495118
728.0,1.0776996994018555,0.0054257583618164
1325.0,0.8715781402587891,0.0049955749511718
2413.0,0.3903722381591796,0.019957275390625
4394.0,0.2074759864807129,0.0055323219299316
8000.0,0.1770341777801513,0.0008311557769775
14564.0,0.1242924070358276,0.0009348344802856
26515.0,0.0466232967376709,0.0007525205612182
48273.0,0.0211095368862152,0.0001365149021148
87884.0,0.012002260684967,8.259534835815437e-05
160000.0,0.0085760256648063,3.6421418190000017e-06
291290.0,0.0069796508550643,1.1330842971798635e-06
530312.0,0.0061875998973846,7.613897323608277e-06
965468.0,0.0057736951112747,6.9099664688110525e-06
1757696.0,0.0055543425679206,2.025067806244243e-06
3200000.0,0.005435946881771,2.330243587493532e-06
