n,mse_mean,mse_std
400.0,1.673334197998047,0.0023493957519531
728.0,1.6841284942626953,0.0244690704345702
1325.0,2.7029833984375,0.1739340209960937
2413.0,0.515916690826416,0.0257709312438964
4394.0,0.1479589080810546,0.003814353942871
8000.0,0.1034200716018676,0.0002268266677856
14564.0,0.0873820114135742,0.0003753852844238
26515.0,0.0816100120544433,9.862899780273272e-05
48273.0,0.0782480669021606,0.000128264427185
87884.0,0.0766495132446289,4.6739578247072255e-05
160000.0,0.0759063625335693,3.677368164062278e-05
291290.0,0.0754606509208679,3.363370895385215e-05
530312.0,0.0751938033103943,5.390644073489936e-06
965468.0,0.0750671076774597,3.5786628723166736e-06
1757696.0,0.0749945449829101,2.4604797363297903e-06
3200000.0,0.074951524734497,2.207756042482689e-06
