n,mse_mean,mse_std
400.0,2.0467475891113285,0.0344618225097657
728.0,2.352128448486328,0.0961936950683592
1325.0,2.7335740661621095,0.0178794860839843
2413.0,0.4448655128479004,0.1456265830993652
4394.0,0.1704827880859375,0.0003804016113281
8000.0,0.145192551612854,0.0006046438217163
14564.0,0.1334861612319946,0.0004782152175903
26515.0,0.128660717010498,0.0001177787780761
48273.0,0.1255853033065795,0.0001639604568481
87884.0,0.124463095664978,4.008769989014005e-05
160000.0,0.1236196994781494,1.519203186035184e-05
291290.0,0.1231927633285522,4.2424201965332586e-05
530312.0,0.1230091571807861,9.279251098628928e-06
965468.0,0.1228717994689941,2.250671386719305e-06
1757696.0,0.1228114986419677,8.583068847323183e-08
3200000.0,0.1227694988250732,1.0013580322223992e-06
