rank,mse
400,0.0077350692232964
391,0.0077350692343789
382,0.0077350692343789
373,0.0077350692343789
364,0.0077350692343789
356,0.0077350692343789
348,0.0077350692343789
340,0.0077350692343789
332,0.0077350692343789
324,0.0077350692343789
317,0.0077350692343789
309,0.0077350692343789
302,0.0077350692343789
295,0.0077350692343789
288,0.0077350692343789
282,0.0077350692343789
275,0.0077350692343789
269,0.0077350692343789
262,0.0077350692343789
256,0.0077350692343789
250,0.0077350692343789
245,0.0077350692343789
239,0.0077350692343789
233,0.0077350692343789
228,0.0077350692343789
223,0.0077354815440864
218,0.0077397784940294
213,0.0077481378188477
208,0.0077599485999741
203,0.00777459524875
198,0.0077911919888042
194,0.0078059779446062
189,0.0078242059636275
185,0.0078398869254605
180,0.0078582495339527
176,0.0078728151969182
172,0.007885402619028
168,0.0078979785865056
164,0.0079078811416035
161,0.0079141446598101
157,0.0079201049241255
153,0.0079217393181474
150,0.0079216857183568
146,0.0079185520674529
143,0.0079143419332914
140,0.0079080585197683
136,0.0078947068533772
133,0.007880199137856
130,0.0078661018932346
127,0.0078465843547281
124,0.0078239867871066
121,0.0077998742790392
118,0.0077721200771947
116,0.0077510107052449
113,0.0077135436639919
110,0.0076747970655892
108,0.0076458316598093
105,0.0075961741899457
103,0.0075639532099018
101,0.0075274501587523
98,0.0074704663530904
96,0.0074295266361992
94,0.0073892516231064
92,0.0073431104972803
89,0.0072725065285106
87,0.0072226905930379
85,0.0071688223668309
83,0.0071125496540649
81,0.0070533532451215
80,0.0070226752416333
78,0.0069572891947979
76,0.0068932071764777
74,0.0068276055107134
72,0.0067597745539671
71,0.006723795764334
69,0.0066543488592079
68,0.0066178045206488
66,0.0065446010992731
64,0.0064718001510497
63,0.0064314328230989
62,0.0063907289129563
60,0.0063027127724755
59,0.0062596899304887
57,0.006179866146555
56,0.0061388634637686
55,0.0060961670307078
53,0.0060137243416122
52,0.0059746541559309
51,0.0059322965138368
50,0.0058858444344551
49,0.0058415910890834
48,0.0058004325112857
46,0.00571236866246
45,0.0056690793502229
44,0.0056266140807799
43,0.0055878399250774
42,0.005552461982953
41,0.0055184388758773
40,0.0054834347998415
39,0.0054500965359003
38,0.0054237841588864
37,0.0054033618211237
36,0.0053866059875347
35,0.0053823124647716
34,0.0053744517855811
33,0.0053835472892802
32,0.0054042982878701
31,0.0054299526914058
30,0.0054711127144733
29,0.0055248335071549
28,0.0055974028200114
27,0.0056818691239917
26,0.0057771370144983
25,0.005900654651421
24,0.006054032662043
23,0.0062267831834048
22,0.0064334725969543
21,0.0066744180359241
20,0.0069661038196597
19,0.0072986278903655
18,0.0076992616671369
17,0.008154539014324
16,0.0087044400746909
15,0.0093596537669409
14,0.0101434961118436
13,0.0110869951825276
12,0.0122391261313725
11,0.013663393169772
10,0.0154567864429975
9,0.0177497632178003
8,0.0207546003461938
7,0.0248107564382604
6,0.0305053616536827
5,0.0389069378954156
4,0.0521879235142015
3,0.0754337172422676
2,0.1232116989032729
1,0.2549303839173291
