rank,mse
1,0.7885470003655435
2,0.7152891094175079
3,0.6876495177725761
4,0.6826184217531478
5,0.696453355205015
6,0.7186738259347494
7,0.7474278185998037
8,0.7817400840350185
9,0.8159160075399944
10,0.8493237276867456
11,0.8817007667329454
12,0.9155363202731028
13,0.947021931509898
14,0.9806810804468042
15,1.0146723820866503
16,1.0468084776107363
17,1.0767144577775583
18,1.1086647938255036
19,1.137085462899194
20,1.164284401975764
21,1.1887600882475389
22,1.2095369334294168
23,1.2299302054407906
24,1.2536366645763486
25,1.273340430036006
26,1.289045969838661
27,1.3009335523536285
28,1.316332087675927
29,1.3301969246860863
30,1.3302649751369944
32,1.3509485879006866
33,1.353850996380952
34,1.3597891559692168
35,1.3558966552034577
36,1.3529780480307023
38,1.348674128153325
39,1.339693333088955
40,1.3397070186561546
41,1.3188448964049129
42,1.325151655303576
44,1.303030120685548
46,1.2828195481442464
48,1.2616997886207646
49,1.252580344922853
50,1.2322611991525176
52,1.21353702197159
55,1.178040400032939
58,1.1467038483300245
59,1.1339967384009912
60,1.1177303952761422
62,1.1013626182974143
63,1.0867920647956186
66,1.0554436173924682
69,1.0303865857939074
70,1.024426195536306
72,0.995965409363776
75,0.983171275452349
76,0.972773861721206
79,0.9527228326452799
83,0.928204341285614
84,0.922306822385641
87,0.9062945508837016
89,0.8977950000048396
91,0.8871701593376908
95,0.8712388778898756
100,0.8560176862023008
101,0.8538737197235695
107,0.8416916099878271
114,0.8340512293606903
121,0.8325702066431169
128,0.8325702066431169
136,0.8325702066431169
144,0.8325702066431169
153,0.8325702066431169
163,0.8325702066431169
173,0.8325702066431169
184,0.8325702066431169
195,0.8325702066431169
207,0.8325702066431169
220,0.8325702066431169
233,0.8325702066431169
248,0.8325702066431169
263,0.8325702066431169
279,0.8325702066431169
296,0.8325702066431169
315,0.8325702066431169
334,0.8325702066431169
355,0.8325702066431169
377,0.8325702066431175
400,0.8325702089800044
